,EXT_SOURCE_2,EXT_SOURCE_3,CREDIT_TO_ANNUITY_RATIO,DAYS_BIRTH,PROPORTION_LIFE_EMPLOYED,CREDIT_TO_ANNUITY_RATIO_BY_AGE,DAYS_ID_PUBLISH,DAYS_REGISTRATION,DAYS_EMPLOYED,DAYS_LAST_PHONE_CHANGE,INCOME_TO_ANNUITY_RATIO_BY_AGE,AMT_ANNUITY,INCOME_TO_ANNUITY_RATIO,INCOME_TO_CREDIT_RATIO,AMT_CREDIT,REGION_POPULATION_RELATIVE,AMT_GOODS_PRICE,INCOME_TO_FAMILYSIZE_RATIO,AMT_INCOME_TOTAL,HOUR_APPR_PROCESS_START,AMT_REQ_CREDIT_BUREAU_YEAR,OBS_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,CNT_FAM_MEMBERS,AMT_REQ_CREDIT_BUREAU_QRT
208783,0.3822296366703448,0.7394117535524816,19.02065578506428,-12589,0.2665819366113273,-239451.03567817423,-3423,-6015.0,-3356.0,-1060.0,-45460.78289758776,31153.5,3.611151235013722,0.18985419198055886,592560.0,0.020246,450000.0,56250.0,112500.0,12,1.0,0.0,0.0,2.0,0.0
266418,0.5154737221636475,0.5108556388496169,20.475025190729813,-11686,0.022334417251411942,-239271.1443788686,-3499,-1938.0,-261.0,-1556.0,-50464.94889880523,31261.5,4.3184108248164685,0.2109111361079865,640080.0,0.009549,450000.0,33750.0,135000.0,17,0.0,1.0,1.0,4.0,0.0
278046,0.2886424413850539,0.6363761710860439,36.26748170788182,-19355,0.08943425471454404,-701957.1084560526,-2751,-4277.0,-1731.0,-552.0,-100387.14457719737,48586.5,5.186625914605909,0.14301036825169824,1762110.0,0.0060079999999999995,1575000.0,126000.0,252000.0,11,2.0,0.0,0.0,2.0,0.0
278695,0.524255845284675,0.5709165417729987,33.975084937712346,-21553,0.11061827315517303,-732265.0056625142,-4795,-4931.0,-2384.155641313444,-3097.0,-185507.13476783692,19867.5,8.607021517553793,0.2533333333333333,675000.0,0.018209,675000.0,85500.0,171000.0,12,1.0,0.0,0.0,2.0,0.0
179064,0.4133440918760161,0.5108556388496169,10.760798885276358,-9320,0.04388412017167382,-100290.64561077564,-1993,-3666.0,-409.0,-668.0,-64932.65211333024,9688.5,6.967022758941012,0.6474447513812155,104256.0,0.006670999999999999,90000.0,67500.0,67500.0,15,1.8999537571385068,0.0,0.0,1.0,0.26547538037573265
251484,0.7430153839032675,0.4974688893052743,36.184551581130115,-10455,0.01367766618842659,-378309.4867807154,-3136,-6352.0,-143.0,-874.0,-117431.31156039398,26041.5,11.232071885260067,0.3104106972301815,942300.0,0.00702,675000.0,97500.0,292500.0,19,0.0,0.0,0.0,3.0,0.0
165888,0.4705584801214407,0.2622489709189549,10.695187165775401,-15672,0.03094691168963757,-167614.97326203212,-5989,-5348.0,-485.0,-354.0,-83807.48663101603,21037.5,5.3475935828877015,0.5,225000.0,0.025164,225000.0,56250.0,112500.0,9,0.0,0.0,0.0,2.0,0.0
4683,0.4499240879606843,0.4578995512067301,26.258098223615466,-19571,0.1734198559092535,-513897.24033437826,-3134,-9978.0,-3394.0,-1827.0,-136335.77150818528,12919.5,6.966213862765588,0.2652977303779166,339241.5,0.020713,238500.0,45000.0,90000.0,7,1.0,0.0,0.0,2.0,0.0
21868,0.7577975829601075,0.5108556388496169,14.766355140186914,-15628,0.2370104939851549,-230768.5981308411,-370,-9590.0,-3704.0,-238.0,-401654.20560747664,9630.0,25.70093457943925,1.7405063291139242,142200.0,0.04622,112500.0,123750.0,247500.0,11,1.8999537571385068,0.0,0.0,2.0,0.26547538037573265
34077,0.7036316193086658,0.5108556388496169,12.922152922152922,-12587,0.17104949551124174,-162651.13883113881,-4349,-6674.0,-2153.0,-441.0,-33921.99892199892,58441.5,2.6950026950026946,0.2085567870337266,755190.0,0.011656999999999999,675000.0,157500.0,157500.0,15,2.0,0.0,0.0,1.0,1.0
60947,0.7630797412932819,0.7776594425716818,9.244147157190636,-17799,0.1647845384572167,-164536.57525083612,-1341,-5645.0,-2933.0,-646.0,-135291.88203101247,29601.0,7.601094557616298,0.8222602289172477,273636.0,0.072508,247500.0,112500.0,225000.0,17,2.0,0.0,0.0,2.0,1.0
26946,0.3380626821239116,0.5108556388496169,18.34302925989673,-16362,0.014484781811514484,-300128.6447504303,-443,-9960.0,-237.0,-256.0,-56323.58003442341,26145.0,3.442340791738382,0.18766479314648174,479578.5,0.01885,414000.0,90000.0,90000.0,9,1.8999537571385068,0.0,0.0,1.0,0.26547538037573265
133118,0.6830590473938996,0.5567274263630174,9.262734584450405,-11428,0.17570878543927196,-105854.5308310992,-3207,-202.0,-2008.0,-366.0,-28723.190348525462,53712.0,2.513404825737265,0.2713458755426917,497520.0,0.018634,450000.0,67500.0,135000.0,11,2.0,0.0,0.0,2.0,0.0
174356,0.6399398491481402,0.3740208032583212,9.262734584450405,-17826,0.09895658027600136,-165117.50670241288,-1353,-1683.0,-1764.0,-1781.0,-104542.56032171582,53712.0,5.86461126005362,0.6331403762662807,497520.0,0.030755,450000.0,157500.0,315000.0,9,4.0,0.0,0.0,2.0,0.0
136383,0.32650658131184274,0.1595195404777181,25.415942868172174,-10201,0.25830800901872364,-259268.03319822426,-223,-3862.0,-2635.0,-1.0,-68912.37212893265,23314.5,6.755452615325228,0.2657958687727825,592560.0,0.018634,450000.0,52500.0,157500.0,14,2.0,2.0,1.0,3.0,0.0
41418,0.5221719957568247,0.39449540531239935,23.00884955752212,-21070,0.1131540408786637,-484796.46017699107,-4345,-9717.0,-2384.155641313444,-1807.0,-466150.4424778761,5085.0,22.123893805309734,0.9615384615384616,117000.0,0.015221,117000.0,112500.0,112500.0,8,5.0,0.0,0.0,1.0,0.0
299331,0.6814092905244531,0.5108556388496169,23.509210888094586,-23428,0.10176522286637543,-550773.79268628,-4066,-11782.0,-2384.155641313444,-160.0,-144935.38630739626,32733.0,6.1864173769590325,0.26314866145047544,769527.0,0.022625,612000.0,101250.0,202500.0,14,1.8999537571385068,2.0,2.0,2.0,0.26547538037573265
6344,0.4214267118943418,0.4794489811780563,19.58512035010941,-10510,0.192197906755471,-205839.6148796499,-587,-1041.0,-2020.0,-1.0,-32196.936542669584,51412.5,3.063457330415755,0.15641759027529495,1006920.0,0.022625,900000.0,52500.0,157500.0,14,4.0,3.0,3.0,3.0,0.0
250403,0.40686373138188014,0.4543210601605785,20.786622838359296,-17993,0.025509920524648483,-374013.7047305989,-1478,-9819.0,-459.0,-2115.0,-141434.18607974847,31486.5,7.860511647849077,0.3781524160501637,654498.0,0.016612000000000002,585000.0,123750.0,247500.0,14,1.0,0.0,0.0,2.0,0.0
238688,0.4113623026806575,0.5108556388496169,8.863676653075698,-11989,0.3218783885228126,-106266.61939372453,-737,-931.0,-3859.0,-392.0,-53133.30969686226,25384.5,4.431838326537847,0.5,225000.0,0.019688999999999998,225000.0,28125.0,112500.0,8,1.8999537571385068,0.0,0.0,4.0,0.26547538037573265
199035,0.5240922217902244,0.5495965024956946,16.278695589714125,-17217,0.3863042341871406,-280270.30196810805,-742,-9864.0,-6651.0,-284.0,-98934.06119810374,31324.5,5.7463008188478675,0.3529951639662537,509922.0,0.008473999999999999,472500.0,60000.0,180000.0,17,1.0,1.0,1.0,3.0,0.0
123399,0.5942265490543082,0.3425288720742255,9.246207701283547,-14833,0.1409694599878649,-137148.99883313884,-4572,-1620.0,-2091.0,-875.0,-205533.1096849475,30852.0,13.856476079346557,1.4986118122160526,285264.0,0.00733,252000.0,142500.0,427500.0,17,6.0,0.0,0.0,3.0,1.0
231541,0.6436248416843697,0.6528965519806539,27.66717095310136,-20378,0.11699654732129965,-563801.6096822995,-2467,-12006.0,-2384.155641313444,0.0,-70466.39291117355,20821.5,3.4579641236222174,0.1249843769528809,576072.0,0.028663,405000.0,36000.0,72000.0,13,3.0,5.0,5.0,2.0,0.0
162674,0.7466684483951321,0.3842068130556564,23.542966042966047,-22103,0.04999321359091526,-520370.1784476785,-4152,-10731.0,-1105.0,-941.0,-57440.228690228694,51948.0,2.5987525987525992,0.11038339833689012,1223010.0,0.031329,1125000.0,67500.0,135000.0,8,1.0,9.0,9.0,2.0,2.0
213187,0.6917748858203865,0.6545292802242897,34.20250592617677,-22464,0.1061322846026284,-768325.093125635,-4279,-12317.0,-2384.155641313444,-1451.0,-136929.2245174399,13288.5,6.095496105655266,0.1782178217821782,454500.0,0.072508,454500.0,40500.0,81000.0,17,2.0,0.0,0.0,2.0,2.0
34781,0.6274128694079951,0.6577838002083306,10.178819444444443,-24624,0.09682243507608204,-250643.25,-4345,-12693.0,-2384.155641313444,-30.0,-213750.0,15552.0,8.680555555555555,0.8528057308545114,158301.0,0.010032,148500.0,135000.0,135000.0,3,4.0,0.0,0.0,1.0,0.0
111580,0.7515917062803408,0.6801388218428291,34.19972640218878,-20095,0.05105747698432446,-687243.5020519835,-3047,-7387.0,-1026.0,-1229.0,-68724.35020519838,39474.0,3.4199726402188784,0.1,1350000.0,0.019101,1350000.0,67500.0,135000.0,16,0.0,5.0,5.0,2.0,0.0
98972,0.6855203533072975,0.6940926425266661,34.8976619394404,-11092,0.08681932924630363,-387084.8662322729,-3530,-4822.0,-963.0,-5.0,-74400.15331544653,23481.0,6.707550785741661,0.1922063087602144,819432.0,0.026392000000000002,684000.0,78750.0,157500.0,12,2.0,4.0,4.0,2.0,1.0
5339,0.3635779614660648,0.20442262537632874,18.351715686274513,-14137,0.31336209945533,-259438.20465686274,-3353,-1656.0,-4430.0,-865.0,-43311.887254901965,29376.0,3.063725490196078,0.1669449081803005,539100.0,0.031329,450000.0,30000.0,90000.0,15,1.0,2.0,2.0,3.0,1.0
13809,0.763790619741626,0.3092753558842053,9.982363315696649,-12310,0.07457351746547522,-122882.89241622575,-4888,-1693.0,-918.0,-452.0,-298522.92768959433,10206.0,24.250440917107586,2.429328621908127,101880.0,0.006629,90000.0,123750.0,247500.0,8,0.0,0.0,0.0,2.0,0.0
213193,0.7207986141988927,0.5937175866150576,20.7319737800437,-19408,0.23459398186314925,-402366.1471230881,-2803,-6262.0,-4553.0,-1810.0,-70677.34887108523,49428.0,3.6416605972323377,0.17565431231336728,1024740.0,0.010966,900000.0,90000.0,180000.0,10,3.0,7.0,7.0,2.0,0.0
297942,0.669875193508014,0.6479768603302221,19.00886117492616,-10238,0.008497753467474115,-194612.720708894,-1302,-4895.0,-87.0,-1483.0,-25200.19691499836,27423.0,2.461437479488021,0.1294889502762431,521280.0,0.007120000000000001,450000.0,33750.0,67500.0,10,0.0,0.0,0.0,2.0,0.0
269903,0.2464768757430595,0.4596904504249018,18.38201802158629,-13909,0.4732906751024517,-255675.48866224376,-3751,-49.0,-6583.0,-137.0,-89522.22992375483,45445.5,6.436280819883157,0.3501400560224089,835380.0,0.011656999999999999,675000.0,146250.0,292500.0,12,6.0,0.0,0.0,2.0,0.0
120606,0.4866931358075299,0.5814837058057234,17.762788083192802,-23981,0.09941852472013027,-425969.42102304666,-4256,-9716.0,-2384.155641313444,-1085.0,-222420.741989882,16011.0,9.27487352445194,0.5221518987341772,284400.0,0.0038130000000000004,225000.0,148500.0,148500.0,11,1.0,8.0,8.0,1.0,2.0
88727,0.0907322857367242,0.5108556388496169,28.10047095761381,-15986,0.15651194795446016,-449214.12872841454,-432,-441.0,-2502.0,-352.0,-82816.0125588697,28665.0,5.180533751962323,0.1843575418994413,805500.0,0.028663,805500.0,74250.0,148500.0,11,1.8999537571385068,1.0,1.0,2.0,0.26547538037573265
90895,0.593356251822481,0.4170996682522097,25.11703423082127,-20037,0.11393921245695465,-503270.01488296577,-3549,-10019.0,-2283.0,-1491.0,-94884.99526451089,33259.5,4.7354891083750505,0.1885369532428356,835380.0,0.009656999999999999,675000.0,78750.0,157500.0,16,5.0,2.0,2.0,2.0,0.0
291982,0.530921402606887,0.5567274263630174,20.0,-15688,0.1697475777664457,-313760.0,-4937,-5014.0,-2663.0,-918.0,-104586.66666666669,6750.0,6.666666666666668,0.3333333333333333,135000.0,0.014519999999999996,135000.0,15000.0,45000.0,11,4.0,0.0,0.0,3.0,0.0
19424,0.5531463315004163,0.5108556388496169,16.3017168589924,-16505,0.1595274159345653,-269059.83675766963,-44,-2641.0,-2633.0,-1853.0,-131618.81977671452,47965.5,7.974481658692184,0.4891804788213628,781920.0,0.020713,675000.0,191250.0,382500.0,10,0.0,0.0,0.0,2.0,0.0
147381,0.14240556971114973,0.6986675550534175,23.402843601895732,-18858,0.3714073602715028,-441330.82464454975,-2411,-2033.0,-7004.0,-1415.0,-83788.50710900474,15192.0,4.443127962085309,0.18985419198055886,355536.0,0.009549,270000.0,22500.0,67500.0,11,1.0,0.0,0.0,3.0,0.0
188178,0.6412035787679794,0.6212263380626669,8.842677757338238,-13943,0.18095101484615936,-123293.45597056705,-1020,-3140.0,-2523.0,0.0,-39031.032552187484,56263.5,2.7993281612413017,0.3165701881331404,497520.0,0.0031219999999999998,450000.0,39375.0,157500.0,10,1.0,0.0,0.0,4.0,0.0
90926,0.4858300186449732,0.5108556388496169,30.848206697263304,-14752,0.08961496746203905,-455072.7451980282,-4600,-4600.0,-1322.0,-1570.0,-45136.155022947474,26473.5,3.059663437021928,0.09918448313863787,816660.0,0.006629,585000.0,27000.0,81000.0,4,4.0,0.0,0.0,3.0,1.0
161227,0.6919613608579109,0.4489622731076524,20.0,-10931,0.061842466380020125,-218620.0,-3079,-1903.0,-676.0,-916.0,-121455.55555555555,10125.0,11.111111111111109,0.5555555555555556,202500.0,0.035792000000000004,202500.0,112500.0,112500.0,13,0.0,0.0,0.0,1.0,0.0
277012,0.14268353859605262,0.3876253444214701,37.668956348327065,-14163,0.15639341947327542,-533505.4287613562,-4941,-3273.0,-2215.0,-1984.0,-62765.34456015952,20308.5,4.431641923332594,0.1176470588235294,765000.0,0.018209,765000.0,30000.0,90000.0,12,2.0,1.0,1.0,3.0,0.0
153000,0.5703662995479544,0.4740512892789932,21.30551592962434,-10787,0.020116807268007787,-229822.6003328578,-3333,-5130.0,-217.0,-2240.0,-53858.05991440799,18927.0,4.992867332382311,0.23434622981553604,403249.5,0.00733,283500.0,47250.0,94500.0,18,2.0,0.0,0.0,2.0,0.0
275076,0.4365579363995251,0.501075160239048,25.107719928186718,-19593,0.01245342724442403,-491935.5565529623,-3108,-11228.0,-244.0,-895.0,-131909.78456014366,30078.0,6.73249551166966,0.2681444404719342,755190.0,0.020246,675000.0,101250.0,202500.0,12,1.0,3.0,3.0,2.0,1.0
77907,0.753846628778071,0.2866524828090694,30.7720977083858,-21113,0.02808696064036376,-649691.2989171493,-4489,-5047.0,-593.0,-2579.0,-255206.24527826745,17869.5,12.087635356333413,0.3928115486595306,549882.0,0.072508,459000.0,108000.0,216000.0,20,2.0,3.0,3.0,2.0,0.0
105042,0.4477115608872648,0.42765737003502935,12.626262626262625,-13728,0.11975524475524475,-173333.33333333337,-3709,-7825.0,-1644.0,0.0,-104000.0,53460.0,7.575757575757576,0.6,675000.0,0.026392000000000002,675000.0,202500.0,405000.0,12,2.0,0.0,0.0,2.0,0.0
208671,0.02364702950411837,0.5108556388496169,12.473054465396766,-11247,0.02044989775051125,-140284.4435723174,-641,-4996.0,-230.0,-522.0,-37680.19527136977,47011.5,3.3502440892122136,0.26859852961490643,586377.0,0.030755,553500.0,78750.0,157500.0,16,1.8999537571385068,0.0,0.0,2.0,0.26547538037573265
269566,0.7245413614389458,0.3077366963789207,34.19972640218878,-14469,0.17782846084732878,-494835.8413132695,-5219,-3515.0,-2573.0,-2774.0,-79173.73461012312,32895.0,5.471956224350206,0.16,1125000.0,0.009175,1125000.0,90000.0,180000.0,14,0.0,3.0,3.0,2.0,0.0
178634,0.5026642364732409,0.07058051883159755,15.24375650364204,-20820,0.11451275894877253,-317375.0104058273,-3840,-9370.0,-2384.155641313444,-333.0,-151654.52653485953,17298.0,7.2840790842872,0.4778401624656553,263686.5,0.009656999999999999,238500.0,63000.0,126000.0,10,4.0,2.0,2.0,2.0,0.0
122854,0.6119846614692009,0.20208660168203949,16.346190028222015,-21473,0.11103039357860774,-351001.73847601126,-1499,-210.0,-2384.155641313444,-170.0,-101001.88146754466,19134.0,4.703668861712137,0.2877532228360958,312768.0,0.009175,270000.0,90000.0,90000.0,10,2.0,0.0,0.0,1.0,3.0
142428,0.5367060687309375,0.4170996682522097,20.662847790507364,-13603,0.02043666838197456,-281076.71849427174,-4865,-77.0,-278.0,-2367.0,-111317.51227495908,21996.0,8.183306055646481,0.3960396039603961,454500.0,0.028663,454500.0,45000.0,180000.0,10,0.0,0.0,0.0,4.0,0.0
20476,0.5627141061025026,0.34578480246959553,10.265270860859843,-10267,0.2091165871237947,-105393.53592844801,-2856,-106.0,-2147.0,-1170.0,-41740.01422908832,44275.5,4.065453806281127,0.3960396039603961,454500.0,0.00963,454500.0,90000.0,180000.0,15,4.0,0.0,0.0,2.0,1.0
118402,0.6077859933248932,0.3723336657058204,9.480511381353288,-15080,0.2430371352785146,-142966.1116308076,-4047,-9143.0,-3665.0,-2.0,-58777.673838478324,28863.0,3.897723729342064,0.4111301144586239,273636.0,0.018801,247500.0,37500.0,112500.0,12,0.0,4.0,3.0,3.0,0.0
182279,0.3920038921406021,0.5797274227921155,36.36363636363637,-9188,0.14235959947757945,-334109.0909090909,-1871,-1776.0,-1308.0,-1218.0,-43434.181818181816,24750.0,4.727272727272728,0.13,900000.0,0.028663,900000.0,29250.0,117000.0,11,4.0,1.0,1.0,4.0,0.0
278770,0.168774722240334,0.7267112092725122,13.754258460140813,-14896,0.5070488721804511,-204883.43402225754,-4178,-7729.0,-7553.0,-1469.0,-101494.43561208267,39627.0,6.813536225300932,0.4953764861294584,545040.0,0.016612000000000002,450000.0,135000.0,270000.0,16,1.0,2.0,2.0,2.0,0.0
158565,0.7111316086807091,0.6925590674998008,34.06724511930586,-16131,0.2689231913706528,-549538.7310195228,-4618,-8553.0,-4338.0,-3288.0,-153087.03904555313,33192.0,9.490238611713666,0.27857370264247056,1130760.0,0.072508,810000.0,105000.0,315000.0,12,4.0,0.0,0.0,3.0,0.0
254270,0.6689993168767994,0.4294236843421945,34.058553386911605,-20689,0.2193436125477307,-704637.4110218141,-4117,-11465.0,-4538.0,-3070.0,-178148.6796785304,31356.0,8.610792192881744,0.2528231923141749,1067940.0,0.04622,765000.0,135000.0,270000.0,13,3.0,0.0,0.0,2.0,0.0
74569,0.6318340711008479,0.8038850611746273,27.75215071327453,-11640,0.2073024054982818,-323035.0343025155,-3557,-774.0,-2413.0,-1240.0,-69715.7791571382,41323.5,5.98932810628335,0.21581491712707185,1146816.0,0.00496,990000.0,123750.0,247500.0,14,2.0,1.0,1.0,2.0,1.0
64882,0.6809913869332948,0.7946285827840042,22.218100890207715,-11877,0.16973983329123515,-263884.38427299703,-3760,-886.0,-2016.0,-1933.0,-308379.0801186944,6066.0,25.96439169139466,1.1686143572621035,134775.0,0.019101,112500.0,78750.0,157500.0,16,3.0,1.0,1.0,2.0,0.0
84957,0.6752686363859779,0.4507472818545589,12.558038147138966,-9762,0.06177012907191149,-122591.56839237055,-2152,-91.0,-603.0,0.0,-53198.91008174387,16515.0,5.4495912806539515,0.4339524388127061,207396.0,0.00496,157500.0,30000.0,90000.0,14,0.0,0.0,0.0,3.0,2.0
38024,0.3978196813188044,0.6212263380626669,16.473135525260627,-12690,0.09314420803782504,-209044.08981555735,-918,-1331.0,-1182.0,-397.0,-81411.38732959103,28057.5,6.4153969526864465,0.38944601304644144,462195.0,0.002506,351000.0,60000.0,180000.0,7,1.0,0.0,0.0,3.0,0.0
107247,0.7739475295979923,0.4083588531230431,17.909609520999307,-14058,0.2627685303741642,-251773.29064620828,-4770,-144.0,-3694.0,-1922.0,-69135.43818235467,45751.5,4.917871545195238,0.274594012752146,819391.5,0.005002,715500.0,75000.0,225000.0,14,2.0,0.0,0.0,3.0,0.0
231084,0.4040066718052384,0.5108556388496169,8.426966292134832,-9056,0.05256183745583039,-76314.60674157304,-1697,-3693.0,-476.0,-653.0,-157716.8539325843,16020.0,17.415730337078653,2.066666666666667,135000.0,0.026392000000000002,135000.0,279000.0,279000.0,10,7.0,6.0,6.0,1.0,0.0
74385,0.6258575412536524,0.5064842396679806,20.620631814369585,-18254,0.07412074065958146,-376409.01313950244,-1805,-10872.0,-1353.0,-761.0,-142888.45401174168,16096.5,7.8277886497064575,0.3796095444685466,331920.0,0.010032,225000.0,126000.0,126000.0,6,2.0,4.0,4.0,1.0,0.0
140126,0.6066177022387004,0.7503751495159068,12.657481211569117,-13457,0.13858958163037824,-170331.72466408563,-4745,-4745.0,-1865.0,-411.0,-122587.1099977226,39519.0,9.109542245502164,0.7196962881663937,500211.0,0.022625,463500.0,180000.0,360000.0,9,3.0,1.0,1.0,2.0,0.0
153096,0.34112290759888264,0.5585066276769286,20.0,-13021,0.3025881268719761,-260420.0,-4649,-437.0,-3940.0,-84.0,-85228.36363636365,12375.0,6.545454545454546,0.3272727272727273,247500.0,0.014519999999999996,247500.0,81000.0,81000.0,7,3.0,1.0,1.0,1.0,0.0
185654,0.5201637867199876,0.6006575372857061,26.985556022998182,-15537,0.04402394284610929,-419274.5839293227,-4263,-9414.0,-684.0,-4.0,-87151.87210769879,32089.5,5.609311457018652,0.20786347526944304,865953.0,0.030755,774000.0,90000.0,180000.0,11,0.0,1.0,1.0,2.0,0.0
303352,0.3146243409982624,0.7295666907060153,27.56719503790489,-22075,0.1080025205578004,-608545.8304617505,-4349,-8275.0,-2384.155641313444,-1415.0,-228204.6864231565,13059.0,10.337698139214336,0.375,360000.0,0.010966,360000.0,135000.0,135000.0,14,0.0,1.0,1.0,1.0,0.0
37124,0.5153972585661383,0.6642482627052363,27.764705882352942,-19008,0.03345959595959596,-527751.5294117647,-2561,-11979.0,-636.0,-989.0,-71559.5294117647,47812.5,3.7647058823529416,0.13559322033898305,1327500.0,0.015221,1327500.0,90000.0,180000.0,12,2.0,0.0,0.0,2.0,0.0
67918,0.6438605498938673,0.7662336700704004,30.844490216271893,-23550,0.029639065817409768,-726387.744593203,-4255,-11236.0,-698.0,-1748.0,-129351.184346035,26217.0,5.492619292825266,0.17807456872565386,808650.0,0.04622,675000.0,72000.0,144000.0,17,2.0,7.0,7.0,2.0,0.0
171472,0.12438520856349793,0.5656079814115492,30.81347576006573,-16290,0.16028238182934315,-501951.5201314708,-4765,-6102.0,-2611.0,-2220.0,-117122.02136400988,21906.0,7.189811010682004,0.2333333333333333,675000.0,0.018209,675000.0,157500.0,157500.0,9,1.0,0.0,0.0,1.0,0.0
231114,0.6510977055204294,0.2608559142068693,15.136226034308779,-12501,0.14574834013278934,-189217.96165489405,-4121,-1122.0,-1822.0,-806.0,-94608.98082744703,8919.0,7.5681130171543884,0.5,135000.0,0.010556,135000.0,16875.0,67500.0,18,0.0,0.0,0.0,4.0,0.0
19183,0.7222266294820745,0.6690566947824041,23.48405187521907,-17061,0.28409823574233634,-400661.4090431125,-617,-9888.0,-4847.0,-2052.0,-149500.5257623554,25677.0,8.762705923589204,0.373134328358209,603000.0,0.028663,603000.0,112500.0,225000.0,12,5.0,0.0,0.0,2.0,0.0
230795,0.5653274518042942,0.1595195404777181,13.709184095230222,-16073,0.07633920238909972,-220347.71596263532,-4211,-9754.0,-1227.0,-2401.0,-57133.09084897082,54436.5,3.5546003141274696,0.2592860588519055,746280.0,0.00702,675000.0,193500.0,193500.0,13,0.0,0.0,0.0,1.0,0.0
149088,0.4863762858378711,0.6658549219640212,20.0,-19284,0.2217382285832815,-385680.0,-2810,-8294.0,-4276.0,-2760.0,-122716.36363636365,24750.0,6.363636363636362,0.3181818181818182,495000.0,0.01885,495000.0,78750.0,157500.0,11,2.0,0.0,0.0,2.0,0.0
